9.026476,79.530772
9.026481,79.530778
9.026489,79.530793
9.026493,79.530808
9.026495,79.53082
9.026495,79.53083
9.026492,79.530843
9.026485,79.530863
9.026471,79.530892
9.026451,79.530927
9.026422,79.530968
9.026386,79.531015
9.026347,79.531067
9.026304,79.531122
9.026256,79.531177
9.026202,79.531233
9.02614,79.531288
9.026072,79.531342
9.025999,79.531395
9.025924,79.531448
9.025847,79.531502
9.025771,79.531553
9.025696,79.531603
9.025623,79.531653
9.02555,79.531702
9.025478,79.53175
9.025408,79.531795
9.025339,79.53184
9.02527,79.531887
9.025203,79.53193
9.025136,79.531977
9.025068,79.532022
9.025,79.532065
9.024932,79.53211
9.024863,79.532155
9.024794,79.532202
9.024726,79.532248
9.024658,79.532293
9.02459,79.532338
9.024525,79.532383
9.024461,79.532427
9.024397,79.532468
9.024333,79.53251
9.02427,79.532553
9.024209,79.532597
9.024153,79.53264
9.024105,79.532682
9.024066,79.532723
9.02403,79.532765
9.023996,79.532807
9.023963,79.532847
9.023928,79.532888
9.023894,79.53293
9.02386,79.532975
9.023788,79.533067
9.02375,79.533115
9.023712,79.533163
9.023673,79.533212
9.023634,79.533263
9.023594,79.533313
9.023555,79.533363
9.023516,79.533413
9.023479,79.53346
9.023443,79.533507
9.023408,79.533552
9.023372,79.533598
9.023335,79.533645
9.023299,79.53369
9.023269,79.533735
9.023251,79.533782
9.023249,79.53383
9.023263,79.533875
9.023291,79.533915
9.023331,79.533953
9.023381,79.533983
9.023437,79.534012
9.023492,79.534037
9.023546,79.534058
9.023598,79.534067
9.023645,79.534058
9.023686,79.534028
9.02372,79.533988
9.023755,79.533942
9.023791,79.533897
9.023823,79.533857
9.023844,79.533817
9.023855,79.533775
9.023867,79.533737
9.023886,79.533703
9.023909,79.533678
9.023946,79.533663
9.023981,79.533643
9.024011,79.533613
9.02404,79.533578
9.024068,79.533543
9.024093,79.533515
9.024119,79.533502
9.024141,79.533505
9.024155,79.533513
9.024159,79.533517
